start_time,end_time,text,speaker,wait_time,t_duration
414.033,755.327," All right, so again, the physical risk is the risk that you can see, or this is the evidence that will have a problem or have changes in your productivity or your daily activities.  Then the second types is the transitional risk, which is the risk that link to the net zero actually, how we can do the thing or the ability to adjust to a low carbon economy or development. So the transitional risk is very important. So we can anticipate what will happen in the next maybe a month, a year,  five years ahead. Because if we did not anticipate it, this will also impact our business, our production, and also the livelihood as well. The transition risks also reflect on the quality of life.  So this will be very effective if we acknowledge or understand and anticipate it in the very early or in the beginning of the period of your working plan, for example.  So it will reflect on the quality that you might raise. And this also can be seen on the policy, technology, and also market risk and reputation risk if you do the anticipation and also reflect on the quality of that you can achieve. So just recently, there is also a meeting on how  the climate risk will impact on the reputation as well. So now the multinationals is really, really okay, acknowledge this, and they also have enough budget because of doing the climate risk mitigation and do the transitional risk, they will get the positive reputation.  Yeah, so from the chat room also that we can see some of you already share me and also Jonathan that Cambodia also experienced stronger winds and in the Philippines experiencing the high temperature and also in Myanmar, underground water are not more accessible. So changing pattern in seasonal rains also effective  the farming. Yeah. So thank you for sharing this. A lot of you share already about the second types of transitional risk. Then the third risk, wait a bit slowly.  Then we will understand about the litigation risk, the risk linked to the legal liability and lawsuit failing to manage foreseeable risk. This means that if you did not anticipate the risk of the climate risk, then you might be facing problems, for example, due to the fire, due to the drought,  and also flood, because now people understand that the cost of climate change might happen to their livelihood. So the people will be easily sent about failing the lawsuit for the legal liability.  So if you are not ready, then this will cause a problem within the company, the business, and with the community especially. But in the case of Indonesia, the Minister of Environmental and Forestry already  to some of the company because of the fire, the haze. And this is really happening. So between the company and the government have a problem. And that's why we must anticipate the action and the impact, both direct and indirect. And this can be driven by anyone, not only by the business side, but also the government itself, because of the failure of managing the regulation.  and also by the society or the community as well. So this is very important for strategic litigation and to avoid the greenwashing, of course, and climate related to loss. So we have many chat in here. I think if Richani or Linli, can you point someone to share in this session?  Maybe from the participant, can you point one? Yeah. How about Chris? All right. Thank you. Chris, can you share your experience, what's happening in the Philippines, maybe two minutes?",Trainer,1.9739999999999895,341.294
757.008,831.656,"Oh, sure. Should I focus on the litigation risks or not really? Whatever.  Okay, so just now I was watching the news before our class. So as I mentioned in the chat box, the Senate people are actually discussing about adjusting the upcoming school year of the students due to very high temperature here now in the Philippines.  they are foreseeing that by August as well, there would be a lot of heavy rains and typhoons. So they want to adjust the school period for these kids in consideration of the safety of these students. So we are now really feeling the effects of the climate change. I believe now there is an existing talks, ASEAN talks now in  Bangkok, about this climate resiliency talks about that. So yes, this is really happening now and cannot be neglected. So I think this is really an urgent matter that should be considered by all sector. Okay.",Learner_11,1.68100000000004,74.64799999999991
832.956,837.278,All right. Thank you. Yeah. So the government put the tension on there. Yeah.,Learner_8,1.3000000000000682,4.322000000000003
839.192,868.623," Yes, they are taking it very seriously now. The parents interviewed in the news are strongly supporting this, especially considering the safety of their children. So it's quite dangerous now. And even the traffic enforcers are reported to have heat stroke, so they have to protect these people working at the streets. So it's very risky.",Learner_11,1.9139999999999873,29.43100000000004
870.783,1266.699," Yeah, yeah, thank you. All right, thank you so much for the share. So, yeah, thank you. So I believe that all of you understand about the three risks, yeah, from the physical, transitional and also litigation. And now the question is how we can use all the three types of climate risk in our doing our business, both from the government and also  the business and the community as well. So I will stop from here. Then we go to the next topic. Thank you, everyone, for sharing your experience. A bit slow to move. OK. So the mixed approach across risks means that we can see that the three risks, the three types of risks  need different quantitative and qualitative approaches. For example, how to litigate the heat wave because maybe you can count how many people sick and how much to charge the government or maybe to get the free medication because due to the heat. And maybe you need to talk to the farmers how much the impact of one accident due to the climate risk.  And you need to do it both quantitative and qualitatively. So this shows you how we can assess all the three risks. One is the physical risk is easily  measured or assessed by the quantitative one, but the transition risk more on qualitative. So you talk to the people and you see and ask their evidence, what about 10 years ago and now and what do you think for the next 10 years and how to make sure we will reach the net zero for the climate risk, for example, like that.  So then on the litigation risk, we do the combination because when you have to prove something, you need the data or maybe something evidence.  maybe by picture or maybe by recording something. But exactly, you need to have quantitative data as well. So based on this approach, now we understand that the value of assessment to avoid and mitigate impacts. You can see from this screen that by physical, it means the quantitative.  that for the business one, Climate Risk Alliance practices need to be measured. And government can focus on what regulation that they have to do and based on the data as well. So the quantitative approach. And the civil society will use the information to slow, to ask both the government and also the business to slow the climate risk. So it needs a quantitative approach.  And for the transition, you can measure or assess using the qualitative. So the business sector will see how to change the operation to get better or to adapt or to mitigate the climate risk.  And the government also can use the information to support the plan we'll be doing by the business and the civil society as well. And the civil society will use the information as evidence base to talk to the government and also to the business.  While in the litigation, you can use the mixed approach. So for the business sectors, exposure to opportunity and supply chains, you need both. Maybe you can also do using the quantitative and qualitative. And for the government, this mixed approach can understand the business and civil society better.  And for the civil society, when they want to do the class action to drive a positive action, then they must have to have the two things. That's the physical, the transition, the quantitative, and the qualitative. So this is all about the three ways that we learn from the e-learning material that we need to understand.  Now, what I want you to do is to exercise. I hope, I don't know how many of you already tried the exercise on the e-learning about how to measure or how to assess the climate risk assessment on the climate analytic, using Climate Impact Explorer. So now I ask David to help me to break out group. Actually, I design.  Yeah, I designed like this, so the participant from Indonesia, Philippines, Vietnam, Laos, Cambodia, become one group, and Thailand and India, Singapore and Malaysia. So please, can you join the breakout room? And we have 15 minutes. What I want you to do is, for example, for the Indonesia participants, then group one,  try to click the climate impact explorer and then go to see how the land fraction due to the heat wave and impact on the crop failure and also impact into the labor productivity and so on and so forth. In the Philippines, I tried to choose the typhoon and crop failure in Laos and Cambodia and the other.  Vietnam, but the annual crop and crop failure. Thailand and India may be on the annual flood, and Vietnam and Singapore and others, annual flood and crop failure as well. Why I did not ask you to select the region, because I don't know the region as well, but when I tried to use the Explorer, some did not have data.  Yeah, so I hope it's clear, then we can break out now.",Trainer,2.159999999999968,395.91600000000005
1267.14,1288.977,"We have until... Maria, we were anticipating more people in some groups. So I think we only have two people in Indonesia, two people in Thailand, India, and two people in Singapore, Malaysia. Let me show you the results. So I think we'll just do three breakout rooms instead of five.",Learner_4,0.4410000000000309,21.83699999999999
1290.157,1300.343," Sure, sure, sure, no problem. So you can, yeah, Philippines alone, and Vietnam, Laos, Cambodia alone, and Thailand, India, Singapore, and Asia will be into one group.",Trainer,1.1799999999998363,10.18600000000015
1301.023,1301.243,Yeah.,,0.6799999999998363,0.22000000000002728
1302.524,1319.174,"Thank you. You also have a question by Neemol, asking for some examples of quantitative and qualitative approaches for accessing climate risks. Would you like to answer that later after the breakout?",Learner_10,1.280999999999949,16.65000000000009
1320.037,1321.879," I think I answer later, yeah?",Trainer,0.8630000000000564,1.8419999999998709
1322.179,1322.359,Yeah.,Learner_10,0.3000000000001819,0.1799999999998363
1323.5,1329.546,"Right. Thank you, Nemo. I back to you. Thank you. So can we do the exercise?",Trainer,1.1410000000000764,6.046000000000049
1330.326,1330.967,Just a moment.,Learner_4,0.7799999999999727,0.6410000000000764
1331.487,1331.647,Yeah.,Learner_3,0.5199999999999818,0.15999999999985448
1334.83,1435.41,"Oh, yeah. You need to change. Yeah. So while waiting for David, then I can give an example of the quantitative  meaning that, for example, you run your business, usually you can produce 100 tons per year, but due to the climate risk, maybe due to the flooding or extreme weather, and you experience the haze,  heatwave and so on and so forth, then you understand that the production is not, cannot reach the highest one, but reducing and the input or the input, you need more input in producing the same amount. Yeah. So you calculate all that things become your quantitative data, right?  But the qualitative approach meaning that you need to talk to the people or the outgrower or your supplier or the supply chain on your supply chains that what sort of a different thing before we are facing the climate change and now. Yeah, maybe they will say  Now I need more petrol because of the bit of the water become less and I cannot move the ship from one point to another point within five hours. But now you need, say, 10 hours. So you need more petrol and engine and so on.",Trainer,3.1829999999999927,100.58000000000015
1435.45,1437.571,"Can I open the rooms, Maria?",Learner_4,0.03999999999996362,2.120999999999867
1438.331,1511.918,"Sure. And then, OK, just a moment.  Oh, I sent the hosts in too. All right, that was a bad idea.  I can't hear you, Lindy. Oh, sorry.",Learner_12,0.7599999999999909,73.58699999999999
1513.279,1517.122,I think everyone's across in rooms.,Learner_3,1.3610000000001037,3.8430000000000746
1517.562,1518.763,So pull them out or what?,Learner_4,0.4399999999998272,1.2010000000000218
1519.884,1527.089,"I don't know if they know how to get, yeah, if they know how to get out or not. I can see if they're talking. Rajani's talking at the moment.",Learner_3,1.1210000000000946,7.204999999999927
1530.957,1542.283," And yeah, I was using that function that didn't work though, because it all got some, there's only going to be one people in some rooms. So I recreated the rooms and just reassigned them.",Learner_4,3.8680000000001655,11.325999999999794
1545.845,1550.508,It's hard when we got Maya.,Learner_3,3.5620000000001255,4.663000000000011
1551.428,1566.002,"Is Maya joining?  I'll just put her in room one. Oh, okay, cool.",Learner_12,0.9200000000000728,14.573999999999842
1567.262,1575.205,"Let me just see if, yeah, Maria's talking in room three, so she must be explaining it, and Rajani's talking in room two.",Learner_3,1.259999999999991,7.942999999999984
1575.225,1580.487,"Oh, I need to put the link in.",Learner_4,0.01999999999998181,5.262000000000171
1581.607,1588.13,"Rajani put the link in, but I don't know what the, I don't have like the question.",Learner_3,1.1199999999998909,6.523000000000138
1600.555,1634.192," like the FAC plan sort of has asked the participants to try and use the tools on specific issues and present the results.  Should I just jump into every room and see if they know what they're doing? I can do that, yeah.",Learner_12,12.424999999999955,33.636999999999944
1636.714,1639.397,Let me just go to one where the others aren't in.,Learner_3,2.5219999999999345,2.6829999999999927
1639.477,1640.437,"OK, I'll stay out here.",Learner_4,0.08000000000015461,0.959999999999809
1641.578,1653.549,"OK, so Borge is in room one. Regina is in room two. Marie is in room three. OK, let me go.",Learner_3,1.1410000000000764,11.971000000000004
1653.569,2455.927,"Yeah, I think I've done.  I think that's just a standard one. That's the default.  Bye-bye.  Sorry.",Learner_12,0.01999999999998181,802.3580000000002
2456.887,2460.129,So how do you find the exercise?,Learner_8,0.9600000000000364,3.2419999999997344
2462.371,2475.038,It's very interesting. At least now we have a bunch of data. Anytime we want to do something related to the climate impact.,Learner_1,2.242000000000189,12.666999999999916
2475.058,2477.62,"Maria, I think one room didn't...",Learner_13,0.01999999999998181,2.561999999999898
2482.124,2491.933," It might have needed a bit of help. Perhaps we could do a demo. Pardon? I think, were all of the rooms able to use the tool?",Learner_4,4.503999999999905,9.809000000000196
2493.703,2521.515," Yeah, I think so, yeah. No, we didn't. Okay, who else? Sorry, we didn't. So we had a lot of sharing that happened in the room. I guess one of the learners can share, but we didn't get through the tool. So would it be possible if it could be a bit of a showcase so that they can work it out as well separately?",Learner_9,1.7699999999999818,27.811999999999898
2522.555,2551.095," and all right thank you thank you so anyone leo have you tried yeah but i kind of had a hard time with it sorry all right so any other in my group uh they they exercise it and they got the the result any any other group  All right, so make it happen.",Learner_8,1.0399999999999636,28.539999999999964
2551.216,2557.241,Then I will start to ask Akung to share the experience in the group one.,Trainer,0.12100000000009459,6.025000000000091
2559.434,2595.062," Yeah, thank you, Ibu. Yeah, actually, in our group, we can access the tools. So in these tools, we have the ability to choose which country and even which province in that country that we want to see the data. And then,  For example, we can choose India and then we will choose the indicators. We were using the labor productivity.",Learner_1,2.193000000000211,35.6279999999997
2596.182,2619.966,"Yeah. So slowly, I will show you. So select the country, India.  We just ignore the select a province because we are afraid that there is no data. And so we just jump to the search. And the group decided to see the level of productivity due to stress. So here, under this. So you just click.",Trainer,1.1199999999998909,23.784000000000106
2620.886,2629.245,And there is a question about the scenario here. But we just forget this first.  Continue.,Learner_8,0.9200000000000728,8.358999999999924
2629.746,2690.355,"Yeah, so we have this graph that indicates  the relations between the temperature and the decrease of the labor productivity. So we can choose in each year at that graph. So for example, the year 2020, there is 1.1 decrease in the labor productivity due to the increase of the temperature.  So even though Maria told us that even though the confidence level of this data is not that very good, but at least we have some things to be used as a baseline whenever we want to create or we want to develop a program that based on this kind of situations or this kind of assumptions. So I think that's the most interesting part of this tool.",Learner_1,0.5010000000002037,60.608999999999924
2694.836,2701.981," Yeah, anyone to add? Anyone to add to the explanation?",Learner_12,4.480999999999767,7.145000000000437
2704.623,2705.463,How to read this?,Learner_8,2.6419999999998254,0.8400000000001455
2708.545,2813.001,"All right. So I want to add what Akong already explained. That's right. So using these tools, then you can see like the country and the province if you have time, yeah?  For example, the Vietnam, we can select the province as you can see on the e-learning. So the indicator, you can also select which indicator that you want to see. For example, land fraction annually exposed to river flood, and so on and so forth. And yeah, by using that, then you can see the data here, the changes. This is baseline referred to 20 years period.  meaning that this baseline data and the increase 1.5 degrees, we can see that it impacts on the labor productivity due to the heat stress increasing from 3.1 to 4. Then you can see also on the map that the changes in labor productivity due to stress, it happening in most of the India region.  So you can see the color, means that the above minus 5 is happening in most in the region, but in the above area, maybe less because there's the mountainous. And they're still OK. But this can be used as your reference. All right. So any question, or we move to another group to share maybe? I will stop share this screen.  Any other groups can access that tools and also try to use it?",Trainer,3.08199999999988,104.45600000000013
2814.281,2820.703,"I don't want to pinpoint anyone, Maria, but maybe you may ask Ben from group two. Sorry, Ben.",Learner_10,1.2799999999997453,6.4220000000000255
2822.143,2978.738,"Without pinpointing anyone. Thank you, Rejani. Right. So from our team, it was using the tool was the conclusion was we need to understand better the  the metrics that are listed in the tool. But how far we got was to look at these indicators from the first row, so we were able to do select countries, province, and then the scenarios at the last column there, we need to understand that better. But as I was playing around with the tool,  because we were on rice in my field. For the indicator, I looked at the annual mean rice yield. And then for the scenario, I'm just guessing whatever these scenarios mean, but I looked at RCP 8.5. And then what I found useful for the tool, at least for this scenario,  there's a projection by year about the global mean temperature and how that will affect the rice production in areas of the Philippines. So I chose this one province there in the Philippines, the province of Isabela. Sorry, I can't show my screen because I don't have  share screen options. And we found it helpful, at least to visualize what the potential impacts could be in terms in this case, in terms of rice production, and the changes in a span of that 20 year period, that's from 2030 to 2050, using the model.  at least what the model or what the scenario show is that there will be significant changes as the mean temperature globally rises from 1.5 to, I think in the model, it's around three degrees by 2060 centigrade. So that's really a significant level of change. And in terms of the map at the bottom of the screen, when we scroll down,  the changes in the color because I don't have the technical expertise to interpret the what the percentage change means but it does show like significant changes in terms of the intensity of the colors being used in that area in the province of Isabel.",Learner_6,1.4400000000000546,156.5949999999998
2979.098,2981.68,You're a co-host now if you wanted to share screen.,Learner_4,0.36000000000012733,2.58199999999988
2983.854,2995.768," Thank you, David. No, no, no, it's fine. Here we go. Let's see. So here's what it looked like, if you could see it.",Learner_7,2.173999999999978,11.914000000000215
2997.83,3125.383,"So when we, when I tried to play around with the,  with the tool and at least what the team concluded is that we need to better understand what these scenarios are and what they represent. So we got as far as learning that if we hover around the themes like here, we get to read about the definitions of each. We get to choose the indicators and my favorite as always, mean rise yield.  Here are the changes and projections on the temperature based on the scenario RCP 8.5. I think that's greenhouse gas concentrations and its relation to global mean temperature over the course of several years here. So this is like 60, 40 years, four decades of projections worth in the model and how that compares with or how that affects  the annual mean rice yield in terms of percentage. I think what these intensifying colors indicate is just really indicating the change. I'm not sure if it's indicating positive or negative change in the sense that increases in yield or decreases in yield is what it's saying. But there is  The province of Isabela is somewhere here where I'm hovering my mouse. And that's one of the main producers of rice in the Philippines. So at least from this projection, the intensifying colors, I would assume indicate that the significant increase in terms of global mean temperatures will somehow ripple to a change in terms of the productivity  in that area. So that's as far as we could go. But admittedly, we need to study the indicators better and what they mean and what these percentages here mean. Maybe at our personal time.  Right.",Learner_6,2.061999999999898,127.55299999999988
3126.264,3171.121,"Thank you. Don't close it first. So for the changes color from the column 1, 2, 3, meaning that by having temperature change as well, so the impact will be worsening in this area. So the color will become darker. Yeah, meaning that it will impact more in this region.  in the certain period. So you move from here to here. For example, the heat, yeah, the heat wave, you will find the color, for example, like this, but later on in the year 2050, you will have another red color spotted in the area.",Trainer,0.8810000000003129,44.85699999999997
3172.142,3173.963,"Oh, okay. That's what it means. All right.",Learner_7,1.0209999999997308,1.8210000000003674
3174.463,3175.523,Yeah. All right.,Trainer,0.5,1.0599999999999454
3176.004,3176.244,Great.,Learner_6,0.48099999999976717,0.24000000000023647
3176.304,3178.405,Yeah. Thank you. Very helpful.,Learner_8,0.05999999999994543,2.1010000000001128
3178.425,3178.645,Yes.,Learner_5,0.01999999999998181,0.2199999999997999
3179.269,3183.854," Yeah, this is really nice and I think you can stop sharing Ben.",Trainer,0.6239999999997963,4.585000000000036
3184.054,3189.679,How please? Could I pause share?,Learner_5,0.20000000000027285,5.625
3190.82,3191.621,"Yeah, yeah, sure.",Learner_8,1.1410000000000764,0.8009999999999309
3192.041,3192.622,Stop share.,Learner_5,0.42000000000007276,0.5809999999996762
3193.403,3193.583,Yeah.,Learner_8,0.7809999999999491,0.18000000000029104
3194.614,3322.642," All right, so we ran out of our time, actually. But this is interesting to understand, to learn, and also to study what's the scenario and the reason and all the reference they have. So you can continue to read these tools in the e-learning. They have the reference.  And again, please understand that these tools cannot tell anything, cannot solve everything. But at least you can figure out what's going on. If you want to go further, then there is another tools that you can learn, but some have to pay. So I hope.  I hope you can enjoy after this. So you can just try and learn what you think that you can learn better after this. All right. Thank you, everyone. So I will move fast because we run off our time. We only have 20 minutes left. I'm sorry. So we now move to the natural mitigating and managing climate risk and natural resource risk.  I think I already explained this as well in Bali, that this is unavoidable, so managing the exposure and adapting the impact is a must.  and how we can support the farmers' resilience in the capacity, collaboration, and also infrastructure, especially how to reduce the greenhouse gas emission. And some of our colleagues already mentioned about water, water scarcity, water impact, and so on and so forth. So water management and efficiency is really needed in the micro level for the potential two minutes, and also ecosystem services, it was a direct and indirect impact on the ecological function.  Yeah, I will invite Linley to share a bit about your experience, how we can do to manage the climate and natural resources. Please, Linley.",Trainer,1.030999999999949,128.0279999999998
3323.722,3511.773,"Thanks, Maria. I'll be quick because I know we want to get to our next activity. But at the beginning, I know we started by sharing sort of risks from our own countries and areas. And one thing that we're  facing a lot in Australia is drought, which is a huge issue for us and something that here, I think we've come to terms to the droughts coming and it's this sort of, like you said, some of these are unavoidable at this point. And that there's now, you know, looking at how we can actually just help farmers get ready for this. And one of the things that we're seeing here is the sort of drought hubs, which are built in different locations.  their whole role is around translating science to actual action and technology and sort of creating that gap, filling that gap really of helping actual adoption on farm and helping farmers to actually get ready for drought and trial new technologies. But that's just something that I'm seeing here, but more across the region where  doing a lot of research at the moment, actually looking at the role of digital tools in helping people in mitigating and preparing for climate change. And I think there's a big role for technology in helping in this area. And one thing that we're hearing a lot of talk about is early warning systems and agro-meteorological services. So helping everyone in areas to be aware of  of what's coming and knowing, getting warnings of big sort of physical risks that are coming in time and making sure a part that really needs to be built is foundational layer of infrastructure.  and making sure that if there is these early warning systems that we're able to get that information back out to farmers and out to regions and really working on projects that help build that maturity and readiness and foundational layer for then these digital tools or other areas to come on top. And obviously one area that we work a lot in is in technology and we're seeing  lots of really amazing technology come out that is going to help in this area. There's variable rate irrigation, which is really going to help in terms of water management and making sure that we're using all of the resources that we have in the most efficient way.  There's also now seaweed that's being produced, which when cows eat it, they reduce their methane outputs by up to 90%. So huge impacts on greenhouse gas emissions, obviously, but then also on productivity. So I think there's a lot of positive things coming out. And I think there's a lot of role for new technology in that space, but also these, like I sort of said, these other  facilities like the drought hubs that are happening in Australia that bring this together and actually help that translation from science and new technology to actual applications and sort of making sure that everyone's being brought on that journey.",Learner_2,1.080000000000382,188.05099999999993
3514.076,3515.318,"Thank you. Thank you, Lindley.",Learner_8,2.3029999999998836,1.2420000000001892
3516.596,3587.171," Thank you. I hope everyone, you can get the idea on how to mitigate and also manage the natural resources. So now we can go. I need to excuse all of you first. Can I get five minutes more instead of we will finish 1915 or 2015? Yeah, because we run out of our time, but let's go to the breakout room again.  And we will do the, I will share screen again, and we will do the exercise on what just Linh Le said about the natural assets and also ecosystem services. So the question is, what are the most effective ways to support Farmers Alliance based on the key point of natural resource and asset and ecosystem services?  Okay, can we just do it quick, seven minutes? So we will break out now and please do and discuss and what is the most effective way to support them, right? And we will come back again and we continue the next session. David, can you help me? Thank you.",Trainer,1.2779999999997926,70.57499999999982
3589.072,4087.227,"Sorry, just a moment.  Oh, hang on.  Hi Catherine, I'll send you to a breakout room in just a moment.  Oh, how to admit again? Sorry. Hi, Maria.",Learner_12,1.9010000000002947,498.15499999999975
4087.307,4089.588,"Well, the eight minutes are up anyway.",Learner_4,0.07999999999992724,2.281000000000404
4091.308,4096.891,"Oh, OK. How many minutes left?",Learner_8,1.7199999999998,5.582999999999629
4096.951,4097.972,"No, it's finished now.",Learner_4,0.06000000000040018,1.0209999999997308
4098.932,4099.312,"Oh, OK.",Learner_8,0.9600000000000364,0.38000000000010914
4099.933,4110.237,Yeah. So I think some learners wanted an explanation of the difference between natural asset and ecosystem. Yeah. All right.,Learner_4,0.6210000000000946,10.304000000000087
4113.12,4116.802," Sorry, we're just not on mute. We hear you.",Learner_12,2.882999999999811,3.681999999999789
4118.223,4120.884,All right.,Learner_8,1.4210000000002765,2.661000000000058
4120.944,4408.048,"Welcome back again. So we have a very short time left. Thank you for participating. And I see a little slow moving in.  one group and fast moving in another group. So this is interesting. So David asked me that someone asked me, especially group one, asked about what's the difference about the natural asset and ecosystem services. So basically, the ecosystem services is the service that you might lose to do the thing that you do. For example, if you cut the trees in the forest,  Yeah, so you will create erosion, sedimentation and flooding because the function of the ecosystem destroyed by cutting the trees. So we'll lose the non-timber forest product as well because you don't have any bees, any rattan anymore. So the function of the forest is there. So that's the ecosystem services, especially the ecosystem services related to agriculture  is how to manage the water resources. So once you destroy the water catchment area, meaning that you will have problem with the water system, so hydrological aspects. That's the function of ecosystem services. If you lose the trees, you cut the trees, then you will get more heat or maybe fire burning, for example.  But the natural assets mean that you lose the assets on your system. So the thing that you have is, for example, the natural assets mean that you cannot create by yourself. For example, the, how to say, on the agriculture. So the thing that you, forest,  have a double function, one as a natural asset and the ecosystem services as well. The asset is the standing stock of the tree. That's the natural asset. But the ecosystem services is the services, the function of the tree, for example, like that.  I hope it can explain to you the difference between natural assets and also the ecosystem services. So the ecosystem services is the function. You lose the function. But the natural asset is the asset itself. The standing trees, the crop, the mangrove, the coral reefs, the fish, something like that. Yeah. All right. So thanks for participating the second exercise. Now I will share  Again, the unit. We move to the final one is the reporting. Climate reporting is very important as a part of the business and the government disclosure as well.  such as climate specific reporting standard and also reporting standards specifically related to emission. So there are a lot of reports that you can also see, maybe the World Bank, the UNEP, the IPCC, they have their own standard in reporting about the climate and specific reporting standard and also relate to the emission, sorry.  And for the business, the report on climate risk efficiently and accurately is very needed. Because this is related to your plan on the company's climate action plan for risk assessment and database for the litigation risk. So this is for the business is very important because that means that you have the data, you have the plan for yourself internally.  for the next production process or the long-term plan, something. And on the other side, if you have the database, then if there's something happen, maybe someone put the lawsuit on your business, then you can use it to fight the risk for the litigation. And also the government have the national standard on providing the...  providing a basic set of requirements for the severity and the risk of climate change and as a resource for agriculture and food businesses. So now my question before we end up.",Trainer,0.06000000000040018,287.10399999999936
